id,text
6443958648,继续奋进
6450503258,国富民强[强]
6450506935,续写新篇
6450265820,一张蓝图会到底。
1676866690,中国加油！
5847742315,"看好！……当时则动,物至而应,事起而辨,治乱可否,昭然明矣。"
1789813283,牛逼！
6601130103,
3707160397,厉害了我的国
5949441222,大家一起做中国梦！
1995669283,国家越来越强大
3919671170,转发微博
6098579845,谢谢党的领导，让我们祖国变的更加强大。
6196825671,相信国家，为中国的道路点赞，大爱中国
6524697127,中国在一步步脚踏实地使自己变强大！为自己是中国人感到骄傲和自豪！
5056318224,全面谱写美好未来
3402273222,相信国家相信党，我们一起为国家点赞1
1814873431,感谢党和领导的努力，让祖国更强大，人民生活更美好
5206897012,期待一个更强大更美好的中国[中国]
6524697123,中国一定会越来越强大！[加油]
5518091266,高质量发展、凝聚起磅礴伟力的发展中大国，加油！
2422840450,赞我们的新时代[中国赞]为中国道路谱写新篇章
2331217575,有党有希望，跟着党的领导走。不会让人民群众吃亏。点赞（｡ò ∀ ó｡） 
6335014944,加油！我越来越好的祖国
5692782276,  评论振奋[加油]
2770461845,经济结构转型 更加符合时代需要
5657825526,祖国的明天是充满希望的!赞!
6750738909,明天终将属于我们，大家一起努力奋斗
2944956997,国家在日新月异的强大起来，慢慢的幸福感
6750739419,为了更加富强的中国，大家一起撸起袖子加油干啊
2605586011,看着国家一点一点强大 很自豪！
5253922167,如今中国已经成为世界第二大经济体，有了在世界上跟唯一超级大国叫板的能力！
6401927141,不忘初心坚定信念，为创造更好的中国一起努力
6781902576,生为中国人，我感到很骄傲
6401925966,只有国家强大了我们才会更强大，加油吧祖国[加油][加油]
3383241312,让我们齐聚一心，砥砺前行，为美好生活而奋斗[加油]
3031969212,[给你小心心][给你小心心]
6043529090,感谢党，感谢伟大的祖国，为你骄傲
6688751519,紧跟党的步伐，建设科技强国，贯彻发展落实我党的政策
6128580013,加油！为实现目标努力奋斗，相信祖国，也相信我们自己
6411132248,开启十九大第二步的新篇章，共同见证中国的进步
5649040996,祖国是好样的，我们的生活可以说是越来越幸福快乐啦
6601378158,祖国越来越强大，我们生活也越来越好，都向着更好的方向发展
6754012636,人民对美好生活的向往是我们党和国家的奋斗目标。
6410936082,加油，2020年全面建设小康社会[加油][加油]
5247822116,中国加油！感觉在党的带领下，我们离中国梦越来越近了，希望早日实现全面建成小康社会的理想
6482364448,全面建成小康社会指日可待
2264434610,每一点的变化，带给老百姓的好处和方便却不止一点点。希望我们的国家越来越好。
5771613562,全面建设小康社会，一处也不落下
2961743167,祖国加油，越来越好了！
3125361973,跟着党，一起建设美好的中国，未来我们一起来！
6411536527,目标明确，昂首阔步，努力向前[加油][加油]
5880722197,为了百年目标冲鸭 !我相信我们国家会越来越好的。
6778507110,过去的回望 未来的展望 祖国你真棒[Aloha]
6754569575,每天都为自己是个中国人而感到骄傲。
2106603647,强国之路，你我共筑！期待美好明天
5986249587,经济一直在发展，幸福感越来越高，希望思想文化也能像经济一样不断进步
6769425358,这是一个最好的时代
6524415499,紧跟党的步伐，昂首阔步向前冲
6778507322,富强 民主 和谐 我们的祖国正在强大[加油][加油]
6743956094,如此看来，百年目标，指日可待
5211890211,跟着党 大步向前走
5336722628,为实现中华民族的伟大复兴加油
5266467466,强国之路在党的领导下稳步前进！[加油]
6769612920,紧跟党的步伐，建设科技强国，贯彻发展落实我党的政策[加油][加油]
2463382754,山更清了，水更绿了，人民的生活更幸福了。给祖国点赞~
6778507482,第一个百年 第二个百年 未来很多个百年 紧跟党不掉队
6591144474,以后要时刻关注国家大事了(/ω＼)，跟上步伐[哆啦A梦汗]
5605380677,全面建成小康社会！大国变强国指日可待！
6775171508,相信党，让我们一起向全面小康大迈步！
6337877937,我爱祖国(⑉°з°)-♡ 祖国母亲越来越让我骄傲
6267535501,时代风起云涌，我辈要增强信念迎接挑战，为祖国出一份力
2459259794,昂首阔步、气象万千，奋力书写强起来的新时代答卷。
6429778208,这是是硕果累累的季节，也是砥砺奋进更上一层楼的时机，加油(ง •̀_•́)ง
6111888922,承前启后继往开来的新时代😀️
5372237086,新时代，新气象，在党的领导下，相信未来会越来越好！
6773928405,为全民族的伟大复兴而奋斗着！
6778507620,祝愿祖国繁荣昌盛[给你小心心]
6766241125,强国之路势在必行，大家一起加油干！
3195751522,祖国加油！我们一直在强国的路上！
5080182877,我们在一步一步变强大[强壮]
6774931067,坚定不移地勇往直前，我们坚信一定成功的！
5146485690,大国崛起是一个需要时间的过程，一百年两百年，我们一代代人，共同实现[米奇比心]
2316274935,不忘初心，牢记使命[强]️
6141533934,紧跟十九大精神步伐，抖擞精神，继续努力[赞啊]
6159565236,凝神聚力，科技治国，万千气象，蓬勃发展
3860874229,希望祖国的科技力量越来越强
5883914633,这一年也是飞速发展的一年明天一定会更好
5883296911,中国好棒，生为中国人，我感到非常骄傲
6708332718,小康路上一个都不要掉队
6779794097,明确的方阵 有力的实施 祖国愈来愈强[加油]
6188933801,昂首阔步向前冲，砥砺奋进守初心[米奇比心]祖国真好
6322795695,跟紧党的步伐 共同建设更美好的祖国[中国][中国][中国]
6782963732,要紧紧跟着党走，传达一些正能量的东西啊。
5455543334,中国梦，强国梦，坚定不移的更党走。
5942305735,希望祖国越变越好，爱我中华
2928393007,祝愿祖国越来越好！
6267533809,哇 我们共同书写更美好的未来[并不简单]
2686896272,紧跟国家政策步伐走，努力实现伟大复兴！
5623032136,祖国加油，为祖国打CALL！
6333976401,未来形式一片大好！
6773829657,祖国每天都在进步！
2928393007,祖国加油！
